IKhuroshiya	<i>name</i><br><ol><li>Croatia</li></ol>
mhlawumbe|ḿhláwúmbe	<i>conj</i><br><ol><li>maybe, perhaps</li></ol>
mhlophe|lumhlophe|ngimhlophe|umhlophe|nimhlophe|imhlophe|letimhlophe|lemhlophe|bamhlophe|lenimhlophe|lelimhlophe|amhlophe|limhlophe|kumhlophe|lolumhlophe|timhlophe|lesimhlophe|lamhlophe|lomhlophe|lengimhlophe|lobumhlophe|lokumhlophe|simhlophe|bumhlophe|labamhlophe	<i>conj</i><br><ol><li>white</li></ol>
mine|miné	<i>pron</i><br><ol><li>I, me; first-person singular absolute pronoun.</li></ol>
misa	<i>verb</i><br><ol><li>to cause to stop</li><li>to erect</li></ol>
mkhulu|mkhûlu|bómkhûlu	<i>noun</i><br><ol><li>grandfather</li><li>elderly man</li></ol>
mnandzi|lumnandzi|nimnandzi|kumnandzi|lesimnandzi|umnandzi|amnandzi|lemnandzi|timnandzi|lobumnandzi|limnandzi|labamnandzi|simnandzi|lamnandzi|bamnandzi|lomnandzi|lelimnandzi|bumnandzi|lokumnandzi|lolumnandzi|ngimnandzi|imnandzi|letimnandzi|lengimnandzi|lenimnandzi	<i>conj</i><br><ol><li>pleasant, nice</li></ol>
mnene|bumnene|lengimnene|timnene|nimnene|bamnene|lobumnene|lenimnene|lamnene|limnene|lolumnene|ngimnene|imnene|lokumnene|lesimnene|lelimnene|lumnene|lemnene|letimnene|kumnene|lomnene|umnene|simnene|amnene|labamnene	<i>conj</i><br><ol><li>gentle</li></ol>
mngomeni|bóḿngómêni	<i>noun</i><br><ol><li>mung bean</li></ol>
mnyama|imnyama|bumnyama|lokumnyama|lumnyama|lengimnyama|lemnyama|lesimnyama|lomnyama|kumnyama|timnyama|lelimnyama|amnyama|lenimnyama|ngimnyama|lobumnyama|letimnyama|lolumnyama|umnyama|bamnyama|nimnyama|lamnyama|labamnyama|limnyama|simnyama	<i>conj</i><br><ol><li>black</li></ol>
moyitela	<i>verb</i><br><ol><li>to smile</li></ol>
mphofu|letimphofu|lolumphofu|ngimphofu|nimphofu|bamphofu|amphofu|timphofu|lobumphofu|umphofu|lengimphofu|lenimphofu|kumphofu|lumphofu|imphofu|lamphofu|lokumphofu|lomphofu|lelimphofu|lemphofu|bumphofu|limphofu|simphofu|lesimphofu|labamphofu	<i>conj</i><br><ol><li>cream-colored</li><li>poor</li></ol>
mphunga|lelimphunga|simphunga|nimphunga|amphunga|labamphunga|kumphunga|lengimphunga|imphunga|umphunga|lobumphunga|limphunga|timphunga|lamphunga|lenimphunga|lokumphunga|ngimphunga|lumphunga|lolumphunga|bamphunga|lesimphunga|lomphunga|bumphunga|lemphunga|letimphunga	<i>conj</i><br><ol><li>grey</li></ol>
msulwa|amsulwa|lolumsulwa|umsulwa|ngimsulwa|lengimsulwa|labamsulwa|kumsulwa|lemsulwa|bamsulwa|lenimsulwa|nimsulwa|imsulwa|timsulwa|lamsulwa|limsulwa|lokumsulwa|lobumsulwa|lelimsulwa|letimsulwa|lomsulwa|lesimsulwa|simsulwa|bumsulwa|lumsulwa	<i>conj</i><br><ol><li>innocent</li></ol>
mtfubi|umtfubi|letimtfubi|lengimtfubi|labamtfubi|simtfubi|amtfubi|lemtfubi|lelimtfubi|nimtfubi|timtfubi|limtfubi|lesimtfubi|lolumtfubi|lumtfubi|lomtfubi|bamtfubi|ngimtfubi|bumtfubi|imtfubi|lamtfubi|lokumtfubi|lenimtfubi|lobumtfubi|kumtfubi	<i>conj</i><br><ol><li>yellow</li></ol>
munyu|lokumunyu|lengimunyu|simunyu|bamunyu|lomunyu|umunyu|labamunyu|letimunyu|lumunyu|lobumunyu|lenimunyu|limunyu|imunyu|nimunyu|lamunyu|lemunyu|kumunyu|lelimunyu|amunyu|ngimunyu|lolumunyu|timunyu|bumunyu|lesimunyu	<i>conj</i><br><ol><li>sour</li></ol>
na|nâ	<i>particle</i><br><ol><li>Interrogative particle; indicates a yes-no question. Placed at the end of the sentence.</li></ol>
nama	<i>verb</i><br><ol><li>to tease (for fun)</li></ol>
nangabe|nángabe	<i>conj</i><br><ol><li>if</li></ol>
nase|náse	<i>conj</i><br><ol><li>when</li></ol>
natsa	<i>verb</i><br><ol><li>to drink</li></ol>
ncama|loncama|lelincama|sincama|luncama|ngincama|uncama|lancama|incama|bancama|ancama|tincama|buncama|letincama|lencama|loluncama|lesincama|lincama|labancama|lenincama|kuncama|lobuncama|nincama|lokuncama|lengincama	<i>conj</i><br><ol><li>narrow, thin</li></ol>
ncane|lamancane|ngimncane|mincane|lenibancane|mancane|lobuncane|sincane|lencane|nibancane|mncane|luncane|lokuncane|lengimncane|kuncane|lemincane|labancane|umncane|letincane|incane|sibancane|lomncane|lelincane|lincane|loluncane|lesincane|tincane|lesibancane|buncane|bancane	<i>adj</i><br><ol><li>small, little</li></ol>
ncanyana|mncanyana|lelincanyana|lenibancanyana|lencanyana|sincanyana|nibancanyana|lomncanyana|bancanyana|mincanyana|incanyana|lemincanyana|lobuncanyana|loluncanyana|lamancanyana|lesincanyana|umncanyana|tincanyana|letincanyana|sibancanyana|labancanyana|luncanyana|buncanyana|mancanyana|lengimncanyana|ngimncanyana|lincanyana|lokuncanyana|kuncanyana|lesibancanyana	<i>adj</i><br><ol><li>small</li></ol>
ncedza	<i>verb</i><br><ol><li>to help</li></ol>
ncesi	<i>intj</i><br><ol><li>sorry!</li></ol>
ncono|letincono|nincono|ngincono|lancono|uncono|lokuncono|loncono|tincono|lengincono|kuncono|labancono|sincono|loluncono|lenincono|lesincono|ancono|luncono|lobuncono|incono|buncono|lencono|lincono|bancono|lelincono	<i>conj</i><br><ol><li>better</li></ol>
ncwadza	<i>verb</i><br><ol><li>to put on a penis box</li></ol>
ndzindza	<i>verb</i><br><ol><li>to be stranded, to be broke</li><li>to wander about aimlessly</li></ol>
ne|lobune|letine|mune|umune|tine|nibane|leline|lenibane|kune|bune|lune|lesibane|bane|mine|sine|line|ngimune|labane|lesine|lomune|lamane|ine|lengimune|sibane|lemine|mane|lene|lokune|lolune	<i>adj</i><br><ol><li>four</li></ol>
nesi|bónési|nési	<i>noun</i><br><ol><li>nurse</li></ol>
ngcondvomshini|bongcondvomshini	<i>noun</i><br><ol><li>computer (device)</li></ol>
ngcunu|lingcunu|ungcunu|lesingcunu|bangcunu|kungcunu|ningcunu|longcunu|labangcunu|angcunu|lelingcunu|ngingcunu|langcunu|lokungcunu|leningcunu|letingcunu|lengcunu|lungcunu|lengingcunu|singcunu|lolungcunu|tingcunu|bungcunu|lobungcunu|ingcunu	<i>conj</i><br><ol><li>naked</li></ol>
ngcwaba	<i>verb</i><br><ol><li>to bury</li></ol>
ngcwele|ningcwele|longcwele|lokungcwele|lungcwele|lobungcwele|tingcwele|ungcwele|lolungcwele|kungcwele|lelingcwele|angcwele|lengingcwele|labangcwele|singcwele|bungcwele|letingcwele|bangcwele|leningcwele|lengcwele|ingcwele|langcwele|lesingcwele|lingcwele|ngingcwele	<i>conj</i><br><ol><li>sacred, holy</li></ol>
ngena	<i>verb</i><br><ol><li>to enter, to go into [+locative]</li></ol>
nika	<i>verb</i><br><ol><li>to give</li></ol>
nine|niné	<i>pron</i><br><ol><li>you, you all; second-person plural absolute pronoun.</li></ol>
njengoba|njéngóba	<i>conj</i><br><ol><li>because, since</li></ol>
njinga	<i>verb</i><br><ol><li>to be rich</li></ol>
nkhe	<i>det</i><br><ol><li>(in the singular) all; all of</li><li>(in the plural) all; every</li></ol>
noma|nóma	<i>conj</i><br><ol><li>or</li><li>whether</li><li>even if</li></ol>
nona	<i>verb</i><br><ol><li>to be fat</li></ol>
nsundvu|labansundvu|lelinsundvu|letinsundvu|linsundvu|nginsundvu|insundvu|ansundvu|lobunsundvu|lunsundvu|lokunsundvu|lonsundvu|lesinsundvu|lenginsundvu|kunsundvu|ninsundvu|tinsundvu|bansundvu|lensundvu|lolunsundvu|bunsundvu|leninsundvu|sinsundvu|lansundvu|unsundvu	<i>conj</i><br><ol><li>brown</li></ol>
ntima|lantima|lelintima|ngintima|loluntima|letintima|labantima|untima|intima|luntima|lengintima|lobuntima|kuntima|lesintima|sintima|lokuntima|lentima|lontima|antima|nintima|lenintima|lintima|buntima|bantima|tintima	<i>conj</i><br><ol><li>black</li></ol>
ntjintja	<i>verb</i><br><ol><li>to change</li></ol>
nyamalala	<i>verb</i><br><ol><li>(intransitive) to disappear</li></ol>
nye|leminye|lengimunye|labanye|manye|lenye|umunye|lesibanye|lomunye|lunye|lamanye|sibanye|inye|nibanye|banye|letinye|lelinye|lokunye|tinye|lobunye|ngimunye|linye|bunye|lesinye|minye|lenibanye|lolunye|munye|sinye|kunye	<i>adj</i><br><ol><li>one</li></ol>
nyokangwenya|bónyókángwenya|nyókángwenya	<i>noun</i><br><ol><li>dragon</li></ol>
nyonkholota	<i>verb</i><br><ol><li>to eye someone suspiciously, to look at in an unfriendly way</li></ol>
nyuka	<i>verb</i><br><ol><li>to go up</li></ol>
nyusa	<i>verb</i><br><ol><li>to send up, to go up, to raise</li></ol>
oma	<i>verb</i><br><ol><li>to become dry</li></ol>
osa	<i>verb</i><br><ol><li>to grill, to roast, to toast</li></ol>
pana	<i>verb</i><br><ol><li>to tie up a cow</li></ol>
pela	<i>verb</i><br><ol><li>to spell</li></ol>
pelepele|pélepéle|bópélepéle	<i>noun</i><br><ol><li>pepper</li></ol>
pha	<i>verb</i><br><ol><li>to give</li></ol>
phakamisa	<i>verb</i><br><ol><li>to raise</li></ol>
phambana	<i>verb</i><br><ol><li>to go in the opposite direction</li></ol>
phambili|phámbili	<i>adv</i><br><ol><li>forward</li></ol>
phandlwa	<i>verb</i><br><ol><li>to get something into the eye</li></ol>
phansi|phánsi	<i>adv</i><br><ol><li>down, on the ground</li><li>below, beneath</li></ol>
phapha	<i>verb</i><br><ol><li>to fly</li><li>to be forward, to be nosey</li></ol>
phatsa	<i>verb</i><br><ol><li>to touch</li><li>to carry</li><li>to bring back</li></ol>
phayinaphu|pháyínaphu|bópháyínaphu	<i>noun</i><br><ol><li>pineapple</li></ol>
pheka	<i>verb</i><br><ol><li>to cook</li></ol>
phela	<i>verb</i><br><ol><li>(intransitive) to end, to terminate, to finish, to come to an end</li></ol>
phendvula	<i>verb</i><br><ol><li>to answer</li></ol>
phethiloli|phéthíloli	<i>noun</i><br><ol><li>petrol, gasoline</li></ol>
phikisa	<i>verb</i><br><ol><li>to disagree</li></ol>
phila	<i>verb</i><br><ol><li>to be well, to be alive</li></ol>
phindza	<i>verb</i><br><ol><li>to repeat</li></ol>
phinga	<i>verb</i><br><ol><li>to commit adultery</li><li>to mate (dogs)</li></ol>
phipha	<i>verb</i><br><ol><li>to clean up child's mess</li></ol>
phisa	<i>verb</i><br><ol><li>to brew (beer)</li></ol>
phosa	<i>verb</i><br><ol><li>to miss</li></ol>
phosisa	<i>verb</i><br><ol><li>to err, to make a mistake</li></ol>
phucuka	<i>verb</i><br><ol><li>to be civilized</li></ol>
phuma	<i>verb</i><br><ol><li>to come out, to exit</li></ol>
phumelela	<i>verb</i><br><ol><li>to succeed</li></ol>
phumula	<i>verb</i><br><ol><li>to rest</li></ol>
phundla	<i>verb</i><br><ol><li>to prune (branches from trees)</li></ol>
phuta	<i>verb</i><br><ol><li>to delay</li></ol>
phuti|ngiphuti|lobuphuti|lophuti|letiphuti|iphuti|leliphuti|buphuti|leniphuti|labaphuti|lesiphuti|siphuti|lephuti|baphuti|loluphuti|liphuti|luphuti|uphuti|laphuti|tiphuti|niphuti|lokuphuti|lengiphuti|kuphuti|aphuti	<i>conj</i><br><ol><li>yellow-orange</li></ol>
phutsata	<i>verb</i><br><ol><li>to feel about (for something)</li></ol>
phuya	<i>verb</i><br><ol><li>to be poor</li></ol>
poka	<i>verb</i><br><ol><li>to haunt</li></ol>
pondo|bópóndó|póndó	<i>noun</i><br><ol><li>pound</li></ol>
ponya	<i>verb</i><br><ol><li>to hit with a long hollow object</li></ol>
popola	<i>verb</i><br><ol><li>to examine a patient</li></ol>
posa	<i>verb</i><br><ol><li>to post</li></ol>
puma	<i>verb</i><br><ol><li>to burst</li></ol>
sa	<i>verb</i><br><ol><li>to dawn</li></ol>
sabela	<i>verb</i><br><ol><li>to answer</li></ol>
sagila|tágíla|ságíla	<i>noun</i><br><ol><li>knobkerrie</li></ol>
sahhuku|táhhúku|sáhhúku	<i>noun</i><br><ol><li>merino sheep</li></ol>
sakata	<i>verb</i><br><ol><li>to scatter</li><li>to broadcast</li></ol>
sakhiwo|tákhíwo|sákhíwo	<i>noun</i><br><ol><li>design of building</li></ol>
sala	<i>verb</i><br><ol><li>(intransitive) to stay behind, to remain</li></ol>
salukati|tálúkáti|sálúkáti	<i>noun</i><br><ol><li>old woman</li></ol>
sambane|támbane|sámbane	<i>noun</i><br><ol><li>aardvark</li></ol>
sandla|sándla|tándla	<i>noun</i><br><ol><li>hand</li></ol>
sangcotfo|sángcotfo	<i>noun</i><br><ol><li>hail</li></ol>
sangoma|sángoma|tángoma	<i>noun</i><br><ol><li>sangoma, witch doctor</li></ol>
sati|sâtí|tâtí	<i>noun</i><br><ol><li>wise man</li></ol>
satiso|sátíso|tátíso	<i>noun</i><br><ol><li>notice</li></ol>
sebenta	<i>verb</i><br><ol><li>to work</li></ol>
seluleko|télúleko|sélúleko	<i>noun</i><br><ol><li>advice</li></ol>
sende|bósénde|sénde	<i>noun</i><br><ol><li>perfume</li></ol>
senga	<i>verb</i><br><ol><li>to milk</li></ol>
senyusamfula|tényúsámfula|sényúsámfula	<i>noun</i><br><ol><li>young man without girlfriends</li><li>failure</li></ol>
sesheli|téshéli|séshéli	<i>noun</i><br><ol><li>suiter</li></ol>
sha|tinsha|lolusha|busha|letinsha|lensha|lobusha|lokusha|lelisha|masha|sibasha|lesisha|nibasha|lusha|lengimusha|lesibasha|misha|lamasha|lemisha|insha|umusha|ngimusha|lomusha|basha|kusha|sisha|lenibasha|lisha|labasha|musha	<i>adj</i><br><ol><li>new</li></ol><br><i>verb</i><br><ol><li>to burn</li></ol>
shada	<i>verb</i><br><ol><li>to be married, to marry</li></ol>
shaka|boshaka	<i>noun</i><br><ol><li>shark</li></ol>
shaladi|sháládi|bósháládi	<i>noun</i><br><ol><li>salad onion</li></ol>
shaya	<i>verb</i><br><ol><li>to beat, to strike, to flog, to hit</li><li>to play (a song)</li><li>to telephone</li></ol>
shayela	<i>verb</i><br><ol><li>to drive</li></ol>
shefa	<i>verb</i><br><ol><li>to shave</li></ol>
sheleni|bóshéléni|shéléni	<i>noun</i><br><ol><li>shilling</li></ol>
sheshisa	<i>verb</i><br><ol><li>to act quickly</li></ol>
shiba	<i>verb</i><br><ol><li>to dunk</li></ol>
shisa	<i>verb</i><br><ol><li>to burn, to be hot</li></ol>
shiya	<i>verb</i><br><ol><li>to leave</li></ol>
sho	<i>verb</i><br><ol><li>to say</li></ol>
shosha	<i>verb</i><br><ol><li>to crawl</li></ol>
shucula	<i>verb</i><br><ol><li>to put on a headscarf</li></ol>
shukela|bóshúkela	<i>noun</i><br><ol><li>sugar</li></ol>
shumayela	<i>verb</i><br><ol><li>to preach</li></ol>
siChoza|síChoza	<i>noun</i><br><ol><li>Xhosa language</li></ol>
siJalimane|síJálímáne	<i>noun</i><br><ol><li>German language</li></ol>
siNdzebele|síNdzébêle	<i>noun</i><br><ol><li>Ndebele language</li></ol>
siSutfu|síSûtfu	<i>noun</i><br><ol><li>Sesotho language</li></ol>
siSwati|síSwati	<i>noun</i><br><ol><li>Swazi language</li></ol>
siTaliyane|síTálíyáne	<i>noun</i><br><ol><li>Italian language</li></ol>
siTswana|síTswána	<i>noun</i><br><ol><li>Tswana language</li></ol>
siZulu|síZulu	<i>noun</i><br><ol><li>Zulu language</li></ol>
sibalo|tibâlo|síbalo	<i>noun</i><br><ol><li>figure</li><li>arithmetic</li></ol>
sibane|tibâne|síbane	<i>noun</i><br><ol><li>lamp</li></ol>
sibankhwa|síbankhwá|tíbankhwá	<i>noun</i><br><ol><li>lizard</li></ol>
sibawu|síbawu|tibâwu	<i>noun</i><br><ol><li>horsefly</li></ol>
sibaya|síbâya|tíbâya	<i>noun</i><br><ol><li>fold, kraal</li></ol>
sibhaca|tíbhaca|síbhaca	<i>noun</i><br><ol><li>Swazi dance</li></ol>
sibhakabhaka|síbhákábhaka|tíbhákábhaka	<i>noun</i><br><ol><li>sky</li></ol>
sibhakela|tíbhákêla|síbhákêla	<i>noun</i><br><ol><li>fist</li><li>boxing</li></ol>
sibhamu|tíbhamu|síbhamu	<i>noun</i><br><ol><li>gun</li></ol>
sibhedlela|síbhédlela|tíbhédlela	<i>noun</i><br><ol><li>hospital</li></ol>
sibhonga|síbhonga|tíbhonga	<i>noun</i><br><ol><li>post</li></ol>
sibhongo|síbhóngo|tíbhóngo	<i>noun</i><br><ol><li>grudge</li></ol>
sibili|tíbilí|síbilí	<i>noun</i><br><ol><li>the second one</li></ol><br><i>adv</i><br><ol><li>really, truly</li></ol>
sibindzi|síbíndzi|tíbíndzi	<i>noun</i><br><ol><li>liver</li><li>courage</li><li>quiet person</li></ol>
sibingelelo|tíbíngélêlo|síbíngélêlo	<i>noun</i><br><ol><li>greeting</li></ol>
sibongo|síbongo|tíbongo	<i>noun</i><br><ol><li>surname, family name</li></ol>
siboto|síboto|tíboto	<i>noun</i><br><ol><li>dent</li></ol>
sibuko|síbúko|tíbúko	<i>noun</i><br><ol><li>mirror</li><li>(in the plural) glasses</li></ol>
sibungu|tíbungú|síbungú	<i>noun</i><br><ol><li>worm</li></ol>
sibunu|tíbûnu|síbûnu	<i>noun</i><br><ol><li>buttock</li></ol>
sicadze|sícádze|tícádze	<i>noun</i><br><ol><li>carrot</li></ol>
sicalo|sícálo|tícálo	<i>noun</i><br><ol><li>beginning</li></ol>
sicamelo|sícámelo|tícámelo	<i>noun</i><br><ol><li>headrest</li></ol>
sicatfulo|sícátfulo|tícátfulo	<i>noun</i><br><ol><li>shoe</li></ol>
sicebi|sícebi|tícébi|ticêbi|sícébi	<i>noun</i><br><ol><li>rich man</li><li>tale bearer</li></ol>
sichaka|tichâka|síchaka	<i>noun</i><br><ol><li>poor person</li></ol>
sichazamagama|tíchazamagâma|síchazamagâma	<i>noun</i><br><ol><li>dictionary</li></ol>
sicheme|tícheme|sícheme	<i>noun</i><br><ol><li>rank</li></ol>
sichwe|tîchwé|sîchwé	<i>noun</i><br><ol><li>dwarf</li></ol>
sidalwa|tídalwá|sídalwá	<i>noun</i><br><ol><li>deformed person (from birth)</li></ol>
sidladla|sídladla|tídladla	<i>noun</i><br><ol><li>paw</li></ol>
sidli|tîdlí|sîdlí	<i>noun</i><br><ol><li>glutton</li></ol>
sidududu|sídúdudu|tídúdudu	<i>noun</i><br><ol><li>motorbike</li></ol>
sidvudvu|sídvudvu|tídvudvu	<i>noun</i><br><ol><li>mealie porridge</li><li>pumpkin</li></ol>
sidvwaba|tídvwaba|sídvwaba	<i>noun</i><br><ol><li>Swazi leather skirt</li></ol>
sidzindzi|tídzíndzi|sídzíndzi	<i>noun</i><br><ol><li>a clump of grass</li><li>dull, stupid person</li></ol>
sifanekiso|tífánékiso|sífánékiso	<i>noun</i><br><ol><li>example</li></ol>
sifiso|tífíso|sífíso	<i>noun</i><br><ol><li>wish, desire</li></ol>
sifo|tîfó|sîfó	<i>noun</i><br><ol><li>disease, sickness</li></ol>
sifuba|tífûba|sífûba	<i>noun</i><br><ol><li>chest (of the body)</li></ol>
sifundvo|sífúndvo|tífúndvo	<i>noun</i><br><ol><li>lesson</li></ol>
sifundziswa|sífundzîswa|tífundzîswa	<i>noun</i><br><ol><li>educated person</li></ol>
sigaba|tígaba|sígaba	<i>noun</i><br><ol><li>class</li><li>chapter</li></ol>
siganga|tígânga|sígânga	<i>noun</i><br><ol><li>veld</li></ol>
sigangi|sígangi|tígangi	<i>noun</i><br><ol><li>naughty person, delinquent</li></ol>
sigcili|sígcili|tígcili	<i>noun</i><br><ol><li>slave</li></ol>
sigcino|tígcino|sígcino	<i>noun</i><br><ol><li>end</li></ol>
sigcizo|tígcizo|sígcizo	<i>noun</i><br><ol><li>bracelet</li></ol>
sigcoko|tígcoko|sígcoko	<i>noun</i><br><ol><li>hat</li></ol>
sigebengu|tígébéngu|sígébéngu	<i>noun</i><br><ol><li>hoodlum</li></ol>
sigidzi|tígidzi|sígidzi	<i>noun</i><br><ol><li>million</li><li>mercury (mineral)</li></ol>
sigijimi|tígíjimi|sígíjimi	<i>noun</i><br><ol><li>messenger</li></ol>
sigodzi|tigodzi	<i>noun</i><br><ol><li>region, district</li><li>community</li></ol>
sigonagona|tígónagóna|sígónagóna	<i>noun</i><br><ol><li>earwax</li></ol>
sigubhu|tígúbhu|sígúbhu	<i>noun</i><br><ol><li>drum</li></ol>
sigulane|sígúlâne|tígúlâne	<i>noun</i><br><ol><li>patient</li></ol>
sigwadzi|sígwádzi|tígwádzi	<i>noun</i><br><ol><li>young man without girlfriends</li><li>failure</li></ol>
sihambi|síhámbi|tíhámbi	<i>noun</i><br><ol><li>traveller, stranger</li></ol>
sihlabatsi|síhlábâtsi|tíhlábâtsi	<i>noun</i><br><ol><li>sand</li></ol>
sihlahla|síhlahla|tíhlahla	<i>noun</i><br><ol><li>tree</li></ol>
sihlaka|tíhlâka|síhlâka	<i>noun</i><br><ol><li>nest</li></ol>
sihlakala|síhlákala|tíhlákala	<i>noun</i><br><ol><li>ankle</li></ol>
sihlakaniphi|síhlákániphi|tíhlákániphi	<i>noun</i><br><ol><li>genius</li></ol>
sihlalo|síhlalo|tihlâlo	<i>noun</i><br><ol><li>saddle</li></ol>
sihlanu|síhlánu	<i>noun</i><br><ol><li>the fifth one</li></ol>
sihlatsi|síhlâtsi|tíhlâtsi	<i>noun</i><br><ol><li>cheek</li></ol>
sihliphi|tíhlíphi|síhlíphi	<i>noun</i><br><ol><li>sledge</li></ol>
sihlobo|tihlôbo|síhlobo	<i>noun</i><br><ol><li>relative</li></ol>
sihlupheki|síhlúpheki|tíhlúpheki	<i>noun</i><br><ol><li>poor person</li></ol>
sihogo|síhógo	<i>noun</i><br><ol><li>hell</li></ol>
sijabane|síjábane|tíjábane	<i>noun</i><br><ol><li>mealie porridge with a vegetable</li></ol>
sikati|tinsikati|lokusikati|lensikati|lisikati|msikati|lelisikati|lamasikati|lemisikati|lesisikati|umsikati|nibasikati|masikati|lusikati|lengimsikati|busikati|sibasikati|lomsikati|misikati|insikati|lesibasikati|lolusikati|sisikati|lenibasikati|lobusikati|basikati|kusikati|labasikati|letinsikati|ngimsikati	<i>adj</i><br><ol><li>female</li></ol>
sikebhe|síkébhe|tíkébhe	<i>noun</i><br><ol><li>boat</li></ol>
sikelo|síkelo|tíkelo	<i>noun</i><br><ol><li>scissors</li></ol>
sikhala|tíkhala|síkhala	<i>noun</i><br><ol><li>hole (through something)</li><li>vacancy, space, place</li></ol>
sikhali|síkhâli|tíkhâli	<i>noun</i><br><ol><li>spear</li></ol>
sikhatsi|tíkhâtsi|síkhâtsi	<i>noun</i><br><ol><li>time</li></ol>
sikhebe|síkhebe|tíkhebe	<i>noun</i><br><ol><li>bank of a road</li><li>riverbank</li></ol>
sikhiya|síkhíya|tíkhíya	<i>noun</i><br><ol><li>key</li></ol>
sikholwa|síkhólwa|tíkhólwa	<i>noun</i><br><ol><li>Christian way</li></ol>
sikhombisa|síkhómbisa	<i>noun</i><br><ol><li>seven</li><li>the seventh one</li></ol>
sikhonyane|síkhónyâne|tíkhónyâne	<i>noun</i><br><ol><li>swarm of locusts</li></ol>
sikhotsa|tíkhôtsa|síkhôtsa	<i>noun</i><br><ol><li>veld</li></ol>
sikhova|tíkhova|síkhova	<i>noun</i><br><ol><li>owl</li></ol>
sikhukhukati|tíkhúkhúkati|síkhúkhúkati	<i>noun</i><br><ol><li>hen</li></ol>
sikhulu|tíkhûlu|síkhûlu	<i>noun</i><br><ol><li>chief</li></ol>
sikhulumi|síkhúlúmi|tíkhúlúmi	<i>noun</i><br><ol><li>speaker, talkative person</li></ol>
sikhumba|síkhumba|tíkhumba	<i>noun</i><br><ol><li>skin, leather</li></ol>
sikhwama|síkhwâma|tíkhwâma	<i>noun</i><br><ol><li>bag, pouch</li><li>purse</li><li>sack</li><li>pocket</li></ol>
sikilidi|bósíkílídi|síkílídi	<i>noun</i><br><ol><li>cigarette</li></ol>
siklabhu|síklábhu|tíklábhu	<i>noun</i><br><ol><li>merino sheep</li></ol>
sikolo|síkôlo|tíkôlo	<i>noun</i><br><ol><li>school</li></ol>
sikoshikali|síkóshíkáli|tíkóshíkáli	<i>noun</i><br><ol><li>cart</li></ol>
sikotela|tíkótela|síkótela	<i>noun</i><br><ol><li>tin can</li></ol>
sikwati|tíkwati|síkwati	<i>noun</i><br><ol><li>unskilled laborer</li></ol>
sikwenedi|síkwénedi|tíkwénedi	<i>noun</i><br><ol><li>debt</li></ol>
silaha	<i>verb</i><br><ol><li>to slit the throat of an animal</li></ol>
silaleli|síláléli|tíláléli	<i>noun</i><br><ol><li>listener</li></ol>
silele|tílele|sílele	<i>noun</i><br><ol><li>leafy vegetable</li></ol>
silevu|sílevu|tílevu	<i>noun</i><br><ol><li>chin</li><li>beard</li></ol>
sililo|sílilo|tílilo	<i>noun</i><br><ol><li>moaning, weeping</li></ol>
silima|sílîma|tílîma	<i>noun</i><br><ol><li>stupid person, fool</li></ol>
silimo|tílimo|sílimo	<i>noun</i><br><ol><li>crop</li></ol>
silo|sílo|tílo	<i>noun</i><br><ol><li>lion</li></ol>
silomo|tílomo|sílomo	<i>noun</i><br><ol><li>champion</li></ol>
silondza|tílondza|sílondza	<i>noun</i><br><ol><li>wound</li></ol>
silulu|tílûlu|sílûlu	<i>noun</i><br><ol><li>grain storage basket</li></ol>
silumbi|tílumbi|sílumbi	<i>noun</i><br><ol><li>western pattern of behavior</li></ol>
silwane|sílwane|tílwane	<i>noun</i><br><ol><li>animal</li></ol>
simbonyo|tímbonyo|símbonyo	<i>noun</i><br><ol><li>lid</li></ol>
similo|tímilo|símilo	<i>noun</i><br><ol><li>character</li></ol>
simo|sîmó|tîmó	<i>noun</i><br><ol><li>state, condition, status</li></ol>
simoko|tímóko|símóko	<i>noun</i><br><ol><li>steam</li></ol>
simungulu|símúngulú|tímúngulú	<i>noun</i><br><ol><li>dumb person</li></ol>
sinanatelo|tínánátelo|sínánátelo	<i>noun</i><br><ol><li>oral praise-poem</li></ol>
sindza	<i>verb</i><br><ol><li>to be safe</li><li>to smear</li></ol>
sindzindzi|tíndzindzi|síndzindzi	<i>noun</i><br><ol><li>person who is stranded, broke</li></ol>
singani|tíngani|síngani	<i>noun</i><br><ol><li>boyfriend, girlfriend</li></ol>
singwangwa|síngwangwa|tíngwangwa	<i>noun</i><br><ol><li>mealie porridge with emahewu</li></ol>
sinkhwa|sínkhwa|tínkhwa	<i>noun</i><br><ol><li>bread</li></ol>
sintfu|síntfu	<i>noun</i><br><ol><li>the human race, mankind</li></ol>
sinyalo|sínyalo|tínyalo	<i>noun</i><br><ol><li>sprain</li></ol>
sinyama|sínyáma	<i>noun</i><br><ol><li>bad luck</li></ol>
sipatji|típátji|sípátji	<i>noun</i><br><ol><li>wallet, billfold</li></ol>
sipeke|típéke|sípéke	<i>noun</i><br><ol><li>bacon</li></ol>
sipenede|típénede|sípénede	<i>noun</i><br><ol><li>safety pin</li></ol>
siphambano|síphambáno|típhambáno	<i>noun</i><br><ol><li>cross</li></ol>
siphatsimandla|síphátsímándla|típhátsímándla	<i>noun</i><br><ol><li>director</li></ol>
siphetfo|típhetfo|síphetfo	<i>noun</i><br><ol><li>end, ending, conclusion</li></ol>
siphingi|típhíngi|síphíngi	<i>noun</i><br><ol><li>one who commits adultery</li></ol>
