0.	<i>adj</i><br><ol><li>0th</li></ol>
tuskulegur|tuskulegastan|tuskulegrar|tuskulegastar|tuskulegan|tuskulegasti|tuskulegastir|tuskulegar|tuskulegastur|tuskulegast|tuskulegir|tuskulegastri|tuskuleg|tuskulegasta|tuskulegum|tuskulegs|tuskulegi|tuskulega|tuskulegustu|tuskulegastra|tuskulegasts|tuskulegri|tuskulegra|tuskulegt|tuskulegust|tuskulegu|tuskulegustum|tuskulegastrar	<i>adj</i><br><ol><li>ragged, tattered</li><li>feeble, sickly</li></ol>
tussa|tussuna|tussu|tussan|tussunum|tussurnar|tussunni|tussunnar|tussum|tussanna|tussur	<i>noun</i><br><ol><li>(vulgar) vulva (female genitalia)</li><li>(offensive, slang) a cunt, an extremely unpleasant or objectionable woman</li><li>(used as a prefix, vulgar, slang) fucking great (used for positive emphasis)</li></ol>
tuttugasti|tuttugasta|tuttugustu	<i>adj</i><br><ol><li>twentieth</li></ol>
tuttugu	<i>num</i><br><ol><li>twenty; the cardinal number after nítján and before tuttugu og einn.</li></ol>
tuttugu og einn	<i>num</i><br><ol><li>twenty-one; the cardinal number after tuttugu and before tuttugu og tveir.</li></ol>
tuttugu og fimm	<i>num</i><br><ol><li>twenty-five; the cardinal number after tuttugu og fjórir and before tuttugu og sex.</li></ol>
tuttugu og fjórir	<i>num</i><br><ol><li>twenty-four; the cardinal number after tuttugu og þrír and before tuttugu og fimm.</li></ol>
tuttugu og níu	<i>num</i><br><ol><li>twenty-nine; the cardinal number after tuttugu og átta and before þrjátíu.</li></ol>
tuttugu og sex	<i>num</i><br><ol><li>twenty-six; the cardinal number after tuttugu og fimm and before tuttugu og sjö.</li></ol>
tuttugu og sjö	<i>num</i><br><ol><li>twenty-seven; the cardinal number after tuttugu og sex and before tuttugu og átta.</li></ol>
tuttugu og tveir	<i>num</i><br><ol><li>twenty-two; the cardinal number after tuttugu og einn and before tuttugu og þrír.</li></ol>
tuttugu og átta	<i>num</i><br><ol><li>twenty-eight; the cardinal number after tuttugu og sjö and before tuttugu og níu.</li></ol>
tuttugu og þrír	<i>num</i><br><ol><li>twenty-three; the cardinal number after tuttugu og tveir and before tuttugu og fjórir.</li></ol>
tuða|tuðaðir|þið tuðuðust|þú tuðar|þið tuðið|tuðaður|tuðið (þið)|tuðandi|tuðisti|við tuðum|þið tuðist|predicatively|þú tuðaðir|tuðast (þú)|að tuðast|það tuði|þau tuðist|hún|þau tuðast|ég tuðast|þau tuði|tuðiði|tuðuðu|tuðað|þau tuðuðu|tuðast|tuðaðs|only for explicatory subclauses|tuðuðum|þið tuðuðuð|ég tuðist|það tuðaðist|tuðaðrar|þeir|þú tuðir|tuðandist|ég tuði|ég tuða|við tuðumst|þú tuðaðist|it is never used attributively|tuðaðra|þau tuða|það tuðaði|tuðuð|tuðaðu|það tuðar|hann|tuða (þú)|þau tuðuðust|tuðaða|tuðaðan|þú tuðist|við tuðuðumst|það tuðast|það tuðist|tuðaði|ég tuðaðist|við tuðuðum|tuðist (þið)|tuðaðri|þú tuðast|tuðastu|tuðaðar|að tuða|þær|ég tuðaði	<i>verb</i><br><ol><li>to grumble, to nag</li></ol>
tveir|tveggja|tvær|tvö|tveimur|tveim|tvo	<i>num</i><br><ol><li>two</li></ol>
tvenna|tvennunum|tvennurnar|tvennuna|tvennur|tvennunnar|tvennum|tvennunni|tvennu|tvennanna|tvennan	<i>noun</i><br><ol><li>a group of two (items); pair</li><li>(poker) pair</li></ol>
tvennur	<i>adj</i><br><ol><li>two</li><li>(in the plural) two pairs</li></ol>
tvinna|tvinnaða|tvinnast (þú)|að tvinnast|við tvinnum|þið tvinnist|predicatively|þú tvinnar|þið tvinnuðust|við tvinnumst|tvinnað|við tvinnuðum|þau tvinnast|það tvinnaðist|hún|þú tvinnir|við tvinnuðumst|þau tvinnuðu|þú tvinnaðist|það tvinni|tvinnaðri|tvinnaði|tvinnaðs|tvinnuðu|ég tvinnaði|tvinnisti|þau tvinni|only for explicatory subclauses|tvinnuð|tvinnast|þú tvinnaðir|tvinnaðra|tvinnandi|þeir|það tvinnast|það tvinnaði|tvinniði|tvinnaðar|it is never used attributively|ég tvinni|ég tvinnaðist|ég tvinnist|þau tvinna|tvinna (þú)|hann|það tvinnist|þau tvinnuðust|tvinnið (þið)|tvinnaður|þau tvinnist|tvinnist (þið)|tvinnaðu|tvinnandist|þið tvinnið|þú tvinnist|ég tvinna|að tvinna|tvinnastu|tvinnaðir|það tvinnar|ég tvinnast|þið tvinnuðuð|tvinnaðan|tvinnuðum|tvinnaðrar|þú tvinnast|þær	<i>verb</i><br><ol><li>(transitive, with accusative) to twine, to twist</li></ol>
tvinnfall|tvinnfalla|tvinnföllunum|tvinnföll|tvinnfallsins|tvinnföllin|tvinnfallið|tvinnfallinu|tvinnfallanna|tvinnfalli|tvinnfalls|tvinnföllum	<i>noun</i><br><ol><li>(mathematics) complex function, complex-valued function</li></ol>
tvinnfallafræði|tvinnfallafræðina|tvinnfallafræðinnar|tvinnfallafræðin|tvinnfallafræðinni	<i>noun</i><br><ol><li>(mathematics) complex analysis, function theory</li></ol>
tvinni|tvinnann|tvinnana|tvinnum|tvinnans|tvinnanna|tvinnanum|tvinnarnir|tvinnunum|tvinninn|tvinnar|tvinna	<i>noun</i><br><ol><li>twine, yarn</li></ol>
tvinnlína|tvinnlínu|tvinnlínuna|tvinnlínunnar|tvinnlínurnar|tvinnlínur|tvinnlínum|tvinnlínunum|tvinnlínunni|tvinnlínanna|tvinnlínan	<i>noun</i><br><ol><li>(mathematics) complex line</li></ol>
tvinnpunktur|tvinnpunkturinn|tvinnpunktunum|tvinnpunktarnir|tvinnpunktar|tvinnpunkts|tvinnpunkt|tvinnpunktinn|tvinnpunkta|tvinnpunktinum|tvinnpunktum|tvinnpunktsins|tvinnpunktanna|tvinnpunktana|tvinnpunkti	<i>noun</i><br><ol><li>complex point</li></ol>
tvinnrúmfræði|tvinnrúmfræðina|tvinnrúmfræðinnar|tvinnrúmfræðin|tvinnrúmfræðinni	<i>noun</i><br><ol><li>complex geometry</li></ol>
tvinntala|tvinntölunum|tvinntölurnar|tvinntalnanna|tvinntalna|tvinntölur|tvinntölunnar|tvinntölu|tvinntölunni|tvinntölum|tvinntalan|tvinntöluna	<i>noun</i><br><ol><li>(mathematics) a complex number</li></ol>
tvistur|tvistinum|tvistunum|tvista|tvistum|tvists|tvisturinn|tvistanna|tvistar|tvistarnir|tvistsins|tvistinn|tvist|tvisti|tvistana	<i>noun</i><br><ol><li>two (playing card), deuce</li><li>diode</li></ol>
tvisvar	<i>adv</i><br><ol><li>twice</li></ol>
tvíbaka|tvíböku|tvíbökuna|tvíbökunni|tvíbökunum|tvíbakan|tvíbökunnar|tvíbökur|tvíbakanna|tvíbökum|tvíbökurnar	<i>noun</i><br><ol><li>biscuit (usually referring to a certain kind of cut and oven-dried bun, normally eaten with soup, most often cocoa soup, crumbled on top)</li></ol>
tvíbentur|tvíbentir|tvíbenta|tvíbentu|tvíbentum|tvíbentan|tvíbentra|tvíbenti|tvíbent|tvíbents|tvíbentri|tvíbentrar|tvíbentar	<i>adj</i><br><ol><li>ambivalent</li><li>ambiguous</li></ol>
tvíburi|tvíburum|tvíburans|tvíburunum|tvíburann|tvíburana|tvíburanna|tvíburinn|tvíburar|tvíbura|tvíburarnir|tvíburanum	<i>noun</i><br><ol><li>twin</li></ol>
tvíeygður|tvíeygði|tvíeygðar|tvíeygðan|tvíeygða|tvíeygð|tvíeygðir|tvíeygðs|tvíeygt|tvíeygðri|tvíeygðra|tvíeygðu|tvíeygðrar|tvíeygðum	<i>adj</i><br><ol><li>having two eyes, two-eyed</li></ol>
tvíhjól|tvíhjólinu|tvíhjóla|tvíhjóls|tvíhjólanna|tvíhjóli|tvíhjólið|tvíhjólin|tvíhjólunum|tvíhjólsins|tvíhjólum	<i>noun</i><br><ol><li>bicycle</li></ol>
tvíhliða	<i>adj</i><br><ol><li>bilateral, two-sided</li></ol>
tvíhljóð|tvíhljóðinu|tvíhljóðunum|tvíhljóðanna|tvíhljóðs|tvíhljóða|tvíhljóði|tvíhljóðum|tvíhljóðin|tvíhljóðsins|tvíhljóðið	<i>noun</i><br><ol><li>diphthong</li></ol>
tvíkynhneigð|tvíkynhneigðina|tvíkynhneigðin|tvíkynhneigðar|tvíkynhneigðarinnar|tvíkynhneigðinni	<i>noun</i><br><ol><li>bisexuality</li></ol>
tvíkynhneigður|tvíkynhneigðrar|tvíkynhneigðan|tvíkynhneigðri|tvíkynhneigða|tvíkynhneigð|tvíkynhneigðs|tvíkynhneigði|tvíkynhneigðu|tvíkynhneigðar|tvíkynhneigðum|tvíkynhneigt|tvíkynhneigðra|tvíkynhneigðir	<i>adj</i><br><ol><li>bisexual</li></ol>
tvímynd|tvímyndir|tvímyndar|tvímyndirnar|tvímyndarinnar|tvímyndanna|tvímyndina|tvímyndin|tvímyndum|tvímyndinni|tvímynda|tvímyndunum	<i>noun</i><br><ol><li>dual picture</li><li>(linguistics) doublet</li><li>(art) diptych</li></ol>
tvíræðni	<i>noun</i><br><ol><li>ambiguity</li></ol>
tvíræður|tvíræðar|tvíræðs|tvíræðasta|tvíræð|tvíræðum|tvíræðra|tvíræðastir|tvíræðastur|tvíræðust|tvíræðari|tvíræðan|tvíræði|tvíræðri|tvíræðasts|tvíræðasti|tvíræðir|tvíræðast|tvírætt|tvíræðastri|tvíræða|tvíræðustum|tvíræðastan|tvíræðrar|tvíræðu|tvíræðustu|tvíræðara|tvíræðastrar|tvíræðastar|tvíræðastra	<i>adj</i><br><ol><li>ambiguous (having two meanings)</li></ol>
tvístirni|tvístirnis|tvístirnum|tvístirnanna|tvístirnið|tvístirnin|tvístirnisins|tvístirninu|tvístirna|tvístirnunum	<i>noun</i><br><ol><li>binary star</li></ol>
tvístra|þú tvístraðist|ég tvístraði|predicatively|tvístraður|ég tvístrast|þið tvístruðuð|þú tvístrar|tvístrastu|ég tvístrist|tvístruð|við tvístrum|þú tvístrast|tvístrað|það tvístrar|þau tvístri|hún|tvístraðu|það tvístraðist|þau tvístruðust|tvístraðir|tvístraðan|að tvístrast|þau tvístra|tvístrið (þið)|ég tvístra|tvístrast|tvístrist (þið)|tvístraði|tvístristi|þið tvístruðust|tvístruðum|tvístriði|only for explicatory subclauses|það tvístrast|að tvístra|ég tvístraðist|tvístrast (þú)|tvístraðri|það tvístri|þeir|þið tvístrið|það tvístraði|tvístra (þú)|þú tvístrist|tvístraðrar|it is never used attributively|þú tvístrir|þú tvístraðir|við tvístrumst|hann|tvístruðu|ég tvístri|við tvístruðumst|tvístraðs|tvístraðra|þau tvístrast|við tvístruðum|tvístraða|það tvístrist|þau tvístruðu|þau tvístrist|tvístraðar|tvístrandi|tvístrandist|þær|þið tvístrist	<i>verb</i><br><ol><li>(transitive) to scatter, disperse</li></ol>
tvísykra|tvísykran|tvísykrunni|tvísykrum|tvísykrunnar|tvísykru|tvísykrur|tvísykranna|tvísykrunum|tvísykruna|tvísykrurnar	<i>noun</i><br><ol><li>disaccharide</li></ol>
tvítaka|tvítak (þú)|þið tvítakið|tvítekni|þú tvítókst|það tvítekur|tvítekins|tvítóku|tvíteknir|tvítekinni|ég tvítaki|hún|tvítekið|tvítekinn|tvítaktu|tvítekinna|þau tvítækju|tvíteknu|það tvítaki|þið tvítækjuð|tvítakandi|þau tvítaka|við tvítækjum|tvítekinnar|þau tvítaki|ég tvítæki|þú tvítækir|tvítekna|þeir|tvíteknum|við tvítökum|við tvítókum|þið tvítókuð|það tvítæki|tvítakiði|það tvítók|hann|þú tvítakir|tvítekin|þau tvítóku|ég tvítók|að tvítaka|tvítakið (þið)|ég tvítek|þú tvítekur|tvítók|tvíteknar|þær	<i>verb</i><br><ol><li>(transitive, with accusative) to repeat, to iterate</li></ol>
tvítala|tvítölu|tvítalan|tvítöluna|tvítölunni|tvítölunnar	<i>noun</i><br><ol><li>(grammar) dual</li></ol>
tvítyngdur|tvítyngda|tvítyngd|tvítyngdan|tvítyngdu|tvítyngdar|tvítyngdi|tvítyngdum|tvítyngds|tvítyngdir|tvítyngdri|tvítyngdra|tvítyngdrar|tvítyngt	<i>adj</i><br><ol><li>bilingual</li></ol>
tvíund|tvíundar|tvíundir	<i>noun</i><br><ol><li>(music) second (interval between adjacent notes)</li></ol>
tvívegis	<i>adv</i><br><ol><li>twice, two times</li></ol>
tvívetni|tvívetnis|tvívetnisins|tvívetninu|tvívetnið	<i>noun</i><br><ol><li>(physics, symbol D or ²₁H) deuterium</li></ol>
tvíær|tvíært|tvíæran|tvíærri|tvíæri|tvíærra|tvíærar|tvíærs|tvíærrar|tvíærum|tvíæru|tvíærir|tvíæra	<i>adj</i><br><ol><li>(of a plant) biennial</li></ol>
tvö hundruð	<i>num</i><br><ol><li>two hundred</li></ol>
tvö pör	<i>noun</i><br><ol><li>(poker) two pair</li></ol>
tvö þúsund	<i>num</i><br><ol><li>two thousand</li></ol>
tvöfaldur|tvöfaldir|tvöfaldar|tvöfalt|tvöfaldri|tvöfaldan|tvöfalds|tvöfaldi|tvöfalda|tvöföldum|tvöföldu|tvöfaldra|tvöfaldrar|tvöföld	<i>adj</i><br><ol><li>double, twice as much</li><li>two-faced, deceitful</li></ol>
tvöfalt vaff	<i>noun</i><br><ol><li>The name of the Latin-script letter W.</li></ol>
tvöfeldni|tvöfeldninnar|tvöfeldninni|tvöfeldnin|tvöfeldnina	<i>noun</i><br><ol><li>double-dealing, deceitfulness, duplicity</li></ol>
tvöföld neitun|tvöfaldar neitanir|tvöfaldrar neitunar	<i>noun</i><br><ol><li>(logic) double negative</li></ol>
tyggigúmmí|tyggigúmmíinu|tyggigúmmís|tyggigúmmíið|tyggigúmmísins|tyggigúmmíi	<i>noun</i><br><ol><li>chewing gum (a sweetened flavoured preparation of chicle, made for chewing)</li></ol>
tyggja|þau tyggja|tuggins|þau tyggðust|predicatively|við tyggðum|þið tyggðust|hún|tyggst (þú)|það tuggðist|tygg|tugginna|það tyggji|þið tyggjið|þau tyggjist|þú tyggðist|tyggjið (þið)|tyggjandi|við tuggðum|tyggstu|tuggðu|tygg (þú)|tuggið|að tyggja|þú tuggðist|við tuggðumst|það tyggði|það tyggur|þið tyggjist|við tyggjum|þeir|að tyggjast|þú tyggur|þau tuggðu|it is never used attributively|þú tyggjist|þið tuggðuð|það tuggði|þið tuggðust|tuggist|þau tyggðu|við tyggjumst|tugginni|þú tyggjir|ég tyggjist|hann|þið tyggðuð|tyggðu|það tyggðist|þau tyggjast|ég tygg|tugginnar|tuggin|þú tyggst|tuggði|þau tyggji|þú tyggðir|ég tuggðist|ég tyggðist|þau tuggðust|tuggða|tyggjandist|ég tuggði|tyggjiði|ég tyggji|það tyggst|við tyggðumst|það tyggjist|ég tyggst|only for explicatory subclauses|ég tyggði|tyggisti|tugginn|þú tuggðir|tyggist (þið)|tuggðir|tuggðum|tuggðar|þær	<i>verb</i><br><ol><li>(transitive, takes the accusative) to chew, to masticate</li></ol>
tyggjast	<i>verb</i><br><ol><li>middle voice of tyggja</li></ol>
tyggjó|tyggjósins|tyggjóum|tyggjóa|tyggjós|tyggjóinu|tyggjóunum|tyggjói|tyggjóin|tyggjóið|tyggjóanna	<i>noun</i><br><ol><li>chewing gum</li></ol>
tyggjókúla|tyggjókúlur|tyggjókúlan|tyggjókúlunum|tyggjókúlunnar|tyggjókúlunni|tyggjókúlurnar|tyggjókúlu|tyggjókúluna|tyggjókúlna|tyggjókúlum|tyggjókúlnanna	<i>noun</i><br><ol><li>gumball</li></ol>
tylft|tylftina|tylfta|tylftunum|tylftum|tylftin|tylftir|tylftarinnar|tylftirnar|tylftanna|tylftar|tylftinni	<i>noun</i><br><ol><li>dozen (12)</li></ol>
tylla|tylltum|tyllst (þú)|það tyllti|tylli|þau tyllist|þið tyllist|þú tylltist|þau tylli|predicatively|tylltan|þú tyllir|tylltar|hún|við tyllum|ég tylltist|tyllts|tyllt|það tyllir|ég tyllist|tylltra|þau tylla|að tyllast|only for explicatory subclauses|tyllstu|við tyllumst|þú tylltir|tyllandist|þeir|tyllandi|ég tyllti|þið tylltuð|tyll (þú)|það tylltist|tylltur|tyllta|ég tylli|tyllist (þið)|it is never used attributively|það tyllist|þau tylltust|tylltir|þau tylltu|tylltrar|þið tylltust|að tylla|hann|við tylltumst|þú tyllist|það tylli|tyllti|við tylltum|tylltri|þið tyllið|tyllið (þið)|tyllst|tylltu|þau tyllast|tylliði|þær|tyllisti	<i>verb</i><br><ol><li>(transitive, with dative) to fasten loosely</li></ol>
typpi|typpisins|typpið|typpunum|typpin|typpum|typpanna|typpis|typpa|typpinu	<i>noun</i><br><ol><li>penis</li><li>a (small) protruding pin</li></ol>
tyrkjasól|tyrkjasólarinnar|tyrkjasólar|tyrkjasólina|tyrkjasólinni|tyrkjasólin	<i>noun</i><br><ol><li>Oriental poppy (Papaver orientale)</li></ol>
tyrkneska|tyrkneskunni|tyrkneskan|tyrkneskunnar|tyrknesku|tyrkneskuna	<i>noun</i><br><ol><li>Turkish (language)</li></ol>
tyrkneskur|tyrknesks|tyrkneskum|tyrkneskra|tyrkneski|tyrkneskastra|tyrkneskastur|tyrkneskastrar|tyrkneskasta|tyrkneskan|tyrkneskt|tyrknesk|tyrkneskastri|tyrknesku|tyrkneskustu|tyrkneskar|tyrkneskust|tyrkneskara|tyrkneskasti|tyrkneskast|tyrkneskustum|tyrkneskasts|tyrkneskastir|tyrkneskari|tyrkneskastan|tyrkneskastar|tyrkneska|tyrkneskir|tyrkneskrar|tyrkneskri	<i>adj</i><br><ol><li>Turkish</li></ol>
tyrkískur|tyrkískustu|tyrkískast|tyrkískara|tyrkískasta|tyrkísks|tyrkíski|tyrkískustum|tyrkískastar|tyrkískasts|tyrkískan|tyrkískastan|tyrkískum|tyrkískastra|tyrkíska|tyrkísku|tyrkískastri|tyrkískari|tyrkískastur|tyrkískastrar|tyrkísk|tyrkískra|tyrkískir|tyrkískt|tyrkískust|tyrkískri|tyrkískrar|tyrkískar|tyrkískastir|tyrkískasti	<i>adj</i><br><ol><li>(linguistics, anthropology) Turkic</li></ol>
tyrðill|tyrðilinn|tyrðillinn|tyrðla|tyrðilsins|tyrðlar|tyrðlanna|tyrðil|tyrðlana|tyrðils|tyrðlum|tyrðlunum|tyrðlarnir|tyrðlinum|tyrðli	<i>noun</i><br><ol><li>(obsolete) turd</li><li>(derogatory) a small man</li></ol>
tá|tái|tánna|tám|táar|táa|tánum|tás|tásins|tær|táarinnar|táinu|tærnar|tá|táum|táunum|táið|tánni|táanna|tána|táin	<i>noun</i><br><ol><li>toe</li><li>path, footpath</li><li>tau (Greek letter)</li></ol>
táeind|táeindarinnar|táeindin|táeindanna|táeindirnar|táeindar|táeindunum|táeindina|táeindum|táeinda|táeindir|táeindinni	<i>noun</i><br><ol><li>tau (subatomic particle)</li></ol>
tág|tágum|tágunum|tágar|tágarinnar|tága|tágarnar|tágin|táganna|táginni|tágina	<i>noun</i><br><ol><li>a long, flexible twig; wicker</li></ol>
tágamura|tágamurunni|tágamurunnar|tágamuruna|tágamuran|tágamuru	<i>noun</i><br><ol><li>silverweed (Potentilla anserina)</li></ol>
tákn|táknsins|táknanna|táknið|tákns|táknum|táknunum|tákni|tákninu|táknin|tákna	<i>noun</i><br><ol><li>symbol</li></ol>
tákna|táknist (þið)|þau táknist|þau táknuðust|táknaðrar|táknaðri|predicatively|ég tákni|þú táknir|það táknar|táknuðu|þið táknuðuð|það táknaði|að tákna|þú táknar|hún|táknast|við táknum|tákna (þú)|táknaðar|við táknuðum|það táknaðist|táknaðan|only for explicatory subclauses|táknandist|þið táknið|táknaður|tákniði|ég táknist|táknið (þið)|táknastu|þeir|við táknumst|þið táknuðust|þau tákni|táknuð|táknaðir|táknuðum|það tákni|þið táknist|táknaðu|it is never used attributively|ég táknast|þau táknast|þau tákna|við táknuðumst|þú táknaðist|hann|að táknast|táknast (þú)|táknaða|táknisti|það táknist|táknaðs|ég tákna|táknað|ég táknaðist|þau táknuðu|táknaði|þú táknaðir|þú táknist|ég táknaði|það táknast|táknaðra|þær|táknandi|þú táknast	<i>verb</i><br><ol><li>to denote, to mean</li><li>to signify, to represent</li><li>to symbolise</li></ol>
tákngervingur|tákngerving|tákngervingnum|tákngervingurinn|tákngervinginn|tákngervingum|tákngervingunum|tákngervinga|tákngervingi|tákngervinganna|tákngervingana|tákngervings|tákngervingarnir|tákngervingsins|tákngervingar	<i>noun</i><br><ol><li>symbol, incarnation (of something)</li></ol>
táknmál|táknmála|táknmálsins|táknmálin|táknmálum|táknmálunum|táknmálinu|táknmáli|táknmáls|táknmálið|táknmálanna	<i>noun</i><br><ol><li>sign language</li></ol>
tál|tálið|tálum|táls|tálina|tálarnar|tálin|tálsins|tálarinnar|tála|tálunum|tálanna|tálinni|tálar|táli|tálinu	<i>noun</i><br><ol><li>deception, deceptive allurement, seduction</li></ol>
táldraga|táldrógu|táldró|táldregið	<i>verb</i><br><ol><li>to seduce, to lead astray</li><li>to deceive</li><li>to betray</li></ol>
tálga|tálgast|þau tálguðu|þau tálgist|við tálguðumst|tálgaðra|tálgaðri|það tálgaðist|tálgaðu|tálgaður|predicatively|tálgiði|tálgastu|ég tálgaðist|það tálgist|þið tálgist|tálgist (þið)|tálgað|tálgið (þið)|ég tálgist|við tálguðum|hún|það tálgast|þú tálgar|það tálgar|tálgandi|tálgaðir|tálgaðar|tálguðu|þið tálguðuð|only for explicatory subclauses|þú tálgaðist|þið tálguðust|þú tálgist|tálgandist|við tálgumst|tálgaðs|þeir|tálga (þú)|þau tálgi|það tálgaði|tálgisti|it is never used attributively|að tálga|tálguð|þú tálgaðir|hann|að tálgast|ég tálgaði|við tálgum|þið tálgið|ég tálga|ég tálgi|tálgast (þú)|tálgaðan|tálgaði|tálguðum|tálgaða|tálgaðrar|það tálgi|þau tálguðust|þau tálga|ég tálgast|þau tálgast|þú tálgast|þú tálgir|þær	<i>verb</i><br><ol><li>to whittle</li><li>to carve</li></ol>
tálkn|tálknunum|tálkninu|tálknin|tálknsins|tálknanna|tálknið|tálkns|tálkna|tálknum|tálkni	<i>noun</i><br><ol><li>(usually in the plural) gill</li></ol>
tálknamandra|tálknamöndruna|tálknamöndrunnar|tálknamandran|tálknamandranna|tálknamöndrurnar|tálknamöndrunum|tálknamöndrunni|tálknamöndrur|tálknamöndrum|tálknamöndru	<i>noun</i><br><ol><li>axolotl</li></ol>
tálma|ég tálmaðist|þú tálmaðist|þau tálmi|við tálmuðum|þið tálmuðust|predicatively|þið tálmuðuð|þau tálma|tálmaður|tálmaðu|þau tálmist|tálmast (þú)|tálmaðan|tálmisti|hún|ég tálmist|tálmaðrar|við tálmumst|þið tálmist|tálmandi|tálmuðu|ég tálmi|tálmaði|þið tálmið|ég tálmaði|þú tálmaðir|tálmaðir|only for explicatory subclauses|það tálmaði|tálmuðum|tálmaða|tálmið (þið)|það tálmaðist|þú tálmist|þeir|tálmastu|ég tálmast|tálmuð|ég tálma|við tálmuðumst|it is never used attributively|tálmaðra|þau tálmuðust|tálma (þú)|hann|að tálmast|tálmandist|þú tálmast|tálmaðar|að tálma|það tálmar|það tálmi|þau tálmast|tálmaðs|tálmiði|þau tálmuðu|það tálmast|við tálmum|það tálmist|tálmist (þið)|tálmað|þú tálmir|tálmast|tálmaðri|þú tálmar|þær	<i>verb</i><br><ol><li>to hinder, to obstruct</li></ol>
tálmi|tálmanum|tálmans|tálmunum|tálmum|tálmar|tálma|tálminn|tálmana|tálmarnir|tálmann|tálmanna	<i>noun</i><br><ol><li>an obstacle, a hindrance, a restraint, a blocker</li></ol>
tálvon|tálvonirnar|tálvona|tálvonina|tálvonir|tálvonin|tálvonunum|tálvoninni|tálvonanna|tálvonar|tálvonarinnar|tálvonum	<i>noun</i><br><ol><li>illusion, false hope</li></ol>
táningur|tánings|táninganna|táningurinn|táningar|táningsins|táningana|táningnum|táningunum|táning|táninga|táningi|táningarnir|táninginn|táningum	<i>noun</i><br><ol><li>teenager</li></ol>
tánögl|táneglur|tánöglunum|tánagla|tánöglum|táneglurnar|tánöglin|tánaglarinnar|tánaglanna|tánöglina|tánöglinni|tánaglar	<i>noun</i><br><ol><li>toenail</li></ol>
táp|táps	<i>noun</i><br><ol><li>energy, absence of fatigue</li></ol>
tár|táranna|tárum|társins|tári|tárið|tára|társ|tárin|tárunum|tárinu	<i>noun</i><br><ol><li>a tear</li><li>a small amount of a drink such as coffee or liquor; drop</li></ol>
táradalur|táradals	<i>noun</i><br><ol><li>a vale of tears</li></ol>
táragas|táragass|táragasinu|táragasið|táragassins|táragasi	<i>noun</i><br><ol><li>tear gas</li></ol>
tárakirtill|tárakirtlanna|tárakirtilsins|tárakirtillinn|tárakirtlinum|tárakirtlana|tárakirtil|tárakirtlunum|tárakirtla|tárakirtlar|tárakirtils|tárakirtlarnir|tárakirtlum|tárakirtli|tárakirtilinn	<i>noun</i><br><ol><li>lacrimal gland</li></ol>
tárast|táraðist	<i>verb</i><br><ol><li>(reflexive) to shed a tear, to water</li></ol>
tárvotur|tárvotastir|tárvotastan|tárvotastur|tárvott|tárvot|tárvotast|tárvotrar|tárvotara|tárvotum|tárvotri|tárvotastri|tárvotasts|tárvotastrar|tárvotir|tárvotra|tárvotari|tárvotust|tárvoti|tárvotasta|tárvotu|tárvotustum|tárvots|tárvotastar|tárvotastra|tárvotan|tárvotustu|tárvotar|tárvota|tárvotasti	<i>adj</i><br><ol><li>wet, or damp with tears</li></ol>
tása|tásum|tásunum|tásanna|tásuna|tásurnar|tásu|tásunnar|tásan|tásur|tásunni	<i>noun</i><br><ol><li>(childish, as a term of endearment) toe</li></ol>
tæfa|tæfunni|tæfum|tæfurnar|tæfan|tæfunnar|tæfur|tæfunum|tæfu|tæfuna|tæfanna	<i>noun</i><br><ol><li>vixen, fox</li><li>bitch (female dog)</li><li>(derogatory, of a woman) bitch</li></ol>
tæki|tækjunum|tækið|tækjum|tækin|tækis|tækja|tækisins|tækinu|tækjanna	<i>noun</i><br><ol><li>instrument, tool</li><li>appliance</li></ol>
tækifæri|tækifærunum|tækifærisins|tækifærin|tækifærum|tækifæris|tækifæranna|tækifærið|tækifærinu|tækifæra	<i>noun</i><br><ol><li>opportunity, chance</li><li>occasion</li></ol>
tækisfall|tækisfallinu|tækisfallið|tækisfalls|tækisfallsins|tækisfalli	<i>noun</i><br><ol><li>(grammar) the instrumental case, instrumental</li><li>(grammar) the instructive case</li></ol>
tækla|ég tækla|þau tækli|tæklaðs|tæklaðir|tæklaða|tæklið (þið)|tæklaðrar|þið tæklið|ég tæklaði|þú tæklir|að tækla|hún|tæklandi|það tækli|það tæklaði|tæklaðu|þau tækla|við tækluðum|tækliði|þeir|það tæklar|tæklaðan|tækluðum|tæklaði|tækluð|tæklaður|þau tækluðu|þú tæklaðir|hann|ég tækli|þið tækluðuð|tækla (þú)|tæklað|tæklaðri|þú tæklar|við tæklum|tæklaðra|tækluðu|tæklaðar|þær	<i>verb</i><br><ol><li>(sports) to tackle</li><li>(figuratively) to tackle (face and deal with [a problem])</li></ol>
tækling|tæklingarnar|tæklingu|tæklingunni|tæklingin|tæklinga|tæklinguna|tæklinganna|tæklingum|tæklingar|tæklingarinnar|tæklingunum	<i>noun</i><br><ol><li>(sports) tackle</li></ol>
tækni	<i>noun</i><br><ol><li>technology</li><li>technique</li></ol>
tækniheftur	<i>adj</i><br><ol><li>(derogatory or self-deprecating) technologically inept; someone who is bad with technology</li></ol>
