Abraham	<i>name</i><br><ol><li>Abraham (prophet)</li></ol>
stikke|stykes|stikkes|stykkes|stykke|stickes|styk|styke|styckes|stycke|stikken|stik|sticke	<i>noun</i><br><ol><li>twig, branch (from a tree)</li><li>kindling, twigs used as a firestarter</li><li>rod, pole, mast</li><li>pale, stake, supporting beam</li><li>stick, stylus, small wooden implement</li><li>tally stick</li><li>A number of eels, usually approaching around 25.</li></ol>
stile|stiel|stilez|steyl|styell|styles|steyle|stiȝele|style	<i>noun</i><br><ol><li>stile (set of stairs over a bank or wall)</li><li>A rung or bar of a ladder.</li><li>A stylus, pen, or quill.</li><li>A written essay or monograph.</li><li>The topic or theme of such an essay.</li><li>style (the personal way something is written)</li><li>style (the way one acts or presents oneself)</li><li>style (the mode of reference towards someone with a title)</li><li>(rare) The stem or stalk of a plant.</li></ol>
stille|stylle	<i>adj</i><br><ol><li>silent, noiseless</li></ol><br><i>adv</i><br><ol><li>silently, noiselessly</li></ol><br><i>noun</i><br><ol><li>(rare) calm (after a storm)</li></ol>
stingen|stingest|stingeth|stungen|stunge|ystunge|to stingen|stynge|stingynge|stingende|ystungen|stinge|stang|styngen	<i>verb</i><br><ol><li>To impale or gore with a piercing instrument.</li><li>To sting (to bite, usually using a stinger)</li><li>To put inside of; to perform insertion.</li><li>(usually in the past participle) To afflict or injure.</li><li>(figuratively) To copulate; to have sex.</li></ol>
stinnch	<i>noun</i><br><ol><li>(Ormulum) Alternative form of stench</li></ol>
stirop|stirep|styrop|sterop|storrope|stirrop|sturope|stirops|sterepe|styroppe|steropp|stirryppe|sterap|stirope	<i>noun</i><br><ol><li>A stirrup (foothold for riders)</li><li>A stirrup-like foothold.</li><li>A stirrup-shaped tool.</li></ol>
stith|stithe|styth|stythe|styþ|steyth|stiþ|stithes	<i>noun</i><br><ol><li>Stiff, steady, stable; not pliable.</li><li>Strong, brave; having strength.</li><li>Mighty, flourishing, profuse; indicative of wealth.</li><li>Severe, intense, powerful; having intensity.</li><li>Merciless, unforgiving; showing no quarter.</li><li>anvil (iron block for shaping metal)</li></ol>
stithy|stethie|stiþie|stedy|stidy|stithie|stithies|stidie|stithþi|stithi|stethy|studee|stethi|stythy|steþi|stythie	<i>noun</i><br><ol><li>anvil (iron block for shaping metal)</li></ol>
stives	
stið	<i>adj</i><br><ol><li>(Early Middle English) Alternative form of stith (“hard”)</li></ol>
stode|stodes	<i>noun</i><br><ol><li>stud</li></ol>
stoicalle	<i>adj</i><br><ol><li>Relating to the stoics.</li></ol>
stok|stokkes|stokken	<i>noun</i><br><ol><li>trunk of a living tree</li></ol>
stokkynge|stokkynges	<i>noun</i><br><ol><li>stocking</li></ol>
stomak|stommak|stomake|stomok|stomoke|stomach|stomack|stomac|stomakes	<i>noun</i><br><ol><li>(figuratively) Hunger, starvation.</li><li>(figuratively) emotions, sex drive (these were supposed to originate from the stomach)</li><li>One's belly; the stomach as a region of the body.</li><li>An organ located near or around the stomach region.</li></ol>
ston|stoone|stonen|stones|stanes|stone|stoones|stoanes|stane|stoan|stan|stoon	<i>noun</i><br><ol><li>A millstone or whetstone.</li><li>A pebble used in a slingshot.</li><li>A piece of hail, a hailstone.</li><li>A kidney stone or gallstone.</li><li>A pit; the hard seed of a fruit.</li><li>A jewel or precious crystal</li><li>(colloquial) A testicle.</li><li>Stone as a material (especially in construction)</li><li>A stone structure or monument, especially a tomb or tombstone.</li><li>A stone (unit of mass)</li></ol>
stonen|stonyn|stanene|ystoned|stonon|stane|stonede|stonynge|stain|stonest|stonun|stoneth|stonedest|stoneden|to stonen|stone|stoonen|stonene|stonende|stoned	<i>adj</i><br><ol><li>Composed or built of stone.</li></ol><br><i>verb</i><br><ol><li>(transitive, intransitive) To throw stones.</li><li>(transitive) To stone, execute using stones.</li><li>(intransitive) To remove or eliminate stones or rocks.</li></ol>
stony|stani|stoni|staniȝ|stonye|stany	<i>adj</i><br><ol><li>Comprised or composed of stone or rock</li><li>Made or built of stone or rock</li><li>Covered in stones or pebbles</li><li>Inhabiting a stony environment</li><li>(figuratively) emotionless; stolid</li><li>(medicine) hard, solid</li></ol>
stoppen|stoppede|ystopped|stoppende|stoppeth|to stoppen|stoppe|stoppest|stoppeden|stoppynge|stoppedest|stopped	<i>verb</i><br><ol><li>to stop</li></ol>
store|stoor|stour	<i>noun</i><br><ol><li>supplies, provisions</li><li>livestock, farm animals</li><li>(stored) possessions, savings</li><li>collection, storage</li><li>storehouse, storeroom</li><li>value, importance</li><li>incense, frankincense, storax</li></ol><br><i>adj</i><br><ol><li>strong, powerful, intense</li><li>violent, threatening, imposing</li><li>stern, sharp, harsh</li><li>numerous, large in number</li><li>large, big, great</li><li>coarse, rough</li></ol><br><i>adv</i><br><ol><li>violently, threateningly, imposingly</li><li>sternly, sharply, harshly</li></ol>
storem	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of storm</li></ol>
storial|storyal	<i>adj</i><br><ol><li>Historical, genuine, factual.</li><li>Related to history or historical events.</li></ol>
storie|storien|stoorye|storye|storry|storiie|stori|story|stories	<i>noun</i><br><ol><li>The spoken or textual recounting of historic events or happenings as a story.</li><li>The visual portrayal of historic events or happenings as a story.</li><li>The spoken or textual recounting of mythic or fictional events taken as real as a story.</li><li>A work used as a basis or to source (often another work etc.)</li><li>History; the discipline of studying the past or the knowledge produced by it.</li><li>(rare) Past happenings or occurrences (including mythic or purported events)</li><li>(rare) A situation or scenario; a series of factors.</li><li>(rare) A funny or laugh-inducing quip.</li><li>(rare) The signification (especially literal) of something.</li></ol>
storien|storieden|storiede|storied|storieth|ystoried|storiest|storiende|to storien|storie|storiynge|storiedest	<i>verb</i><br><ol><li>To incorporate or note in a historical work.</li><li>To show or depict a historical narrative.</li></ol>
storier|storiers|storyer	<i>noun</i><br><ol><li>(rare, Late Middle English) historian, storyteller</li></ol>
storiyng|storijng	<i>noun</i><br><ol><li>A historical narrative or chronicle.</li><li>The making of such a narrative or chronicle.</li></ol>
stork|storke|storck|storc|storkes	<i>noun</i><br><ol><li>stork</li></ol>
storm|starme|storme|stormes|strom	<i>noun</i><br><ol><li>A storm; an instance of intense wind and precipitation (including a snowstorm)</li><li>An armed dispute, brawl or fight; an instance of combativeness.</li><li>(rare) Any intense event, happening, or force.</li></ol>
stormy|sturmy|storemig|stormi	<i>adj</i><br><ol><li>Affected by an instance of intense wind and precipitation; stormy.</li><li>Indecisive, fluctuating, inconsistent; lacking consistency or decisiveness.</li><li>Fractious or warring; affected by conflicts or disputes.</li><li>(rare) Bringing retribution.</li></ol>
story|storyes	<i>noun</i><br><ol><li>A level of a building.</li><li>A line of paddles on a ship.</li></ol>
stound	<i>noun</i><br><ol><li>A while: a short span of time.</li><li>A moment, a chance, an opportunity.</li><li>A season of the year.</li><li>A canonical hour: one of the 3-hour divisions of the day, (Christianity) its divine office.</li><li>An hour: one of the 24 divisions of the day.</li></ol><br><i>adv</i><br><ol><li>A while: for a short span of time.</li></ol>
stourben|stourbynge|stourbeth|stourbende|stourbed	<i>verb</i><br><ol><li>to disturb</li></ol>
stoute	<i>adj</i><br><ol><li>stout</li></ol>
strand|stronde|strandes|stroundes|strond|stround|strondes	<i>noun</i><br><ol><li>(chiefly Northern) beach, shoreline</li></ol>
stranglen|strangled|strangledest|strangleden|strangleth|stranglede|strangulen|strangelyn|stranglende|stranglest|stranglynge|strongle|strangli|ystrangled|estranglen|to stranglen|strangle	<i>verb</i><br><ol><li>(by extension) To kill or slay.</li><li>(by extension) To suppress, destroy, or quench.</li><li>To be or become strangled.</li></ol>
straunge|straunche|straunger|straungest|stranghe|strong|stronge|strange|straunges|strang|strounge|straung	<i>adj</i><br><ol><li>foreign; overseas</li><li>strange, unusual, other</li><li>ignorant, unlearned</li><li>hostile, alien, unkind</li><li>extraneous, external</li></ol><br><i>noun</i><br><ol><li>foreigner, outsider</li><li>Another foreign land or place.</li></ol>
straungely|strangely|strawngely|straungeliche|straungli|straungeli|straunchely	<i>adv</i><br><ol><li>In a strange or unexpected way; strangely, surprisingly.</li><li>In an unattached way; aloofly, with enmity.</li><li>In a complicated or detailed way.</li></ol>
straungenesse|strawngenesse|straungenes|straungenese|strangenesse	<i>noun</i><br><ol><li>Lack of attachment; alienation, enmity, indifference.</li><li>(rare) The state of being exotic or difficult; alienness.</li><li>(rare) Straying from boundaries; debauchery.</li></ol>
straunger|straungior|stranger|straungier|strayngour|strawnger|straungers|strangere|strangher|strangier|stronger	<i>noun</i><br><ol><li>An outsider or foreigner (person from an outside group or country)</li><li>A stranger; an unfamiliar individual.</li><li>A guest or journeyer; someone travelling or staying.</li><li>(rare) Someone from another family.</li></ol>
straw|strawes|strey|straugh|streuw|straa|strawe|stren|stre|stra|stree|strew|streaw|strauȝ|strau|strawwe	<i>noun</i><br><ol><li>The remaining plant material after cultivation; halm, straw.</li><li>An individual piece or section of straw.</li><li>(figuratively) Anything slight or worthless; the least possible thing.</li><li>(rare) A measure of weight for candlewax.</li></ol>
strawbery|strauberi|streaberie|stræberie|strawebery|strebery|strebere|strabery|streowberie|streawberge|streberi|strobery|streberyen|strawberyes	<i>noun</i><br><ol><li>A strawberry (fruit from plant of the genus Fragaria).</li><li>A strawberry (plant of the genus Fragaria).</li></ol>
strawen	<i>adj</i><br><ol><li>(rare) Made of straw.</li></ol>
strayen|straye|strayest|strayedest|to strayen|strayeden|strayede|strayeth|strayynge|ystrayed|strayed|strayende	<i>verb</i><br><ol><li>to stray</li></ol>
strecchen|strecchende|streightest|to strecchen|streccheth|streccheden|strecchede|ystrecched|streight|streighten|strecchedest|ystreight|strecchynge|strecche|strecched|strecchest|streighte	<i>verb</i><br><ol><li>To stretch out, spread, extend</li><li>To stretch, smoothen</li><li>To reach, project, be located out to a point</li><li>(figuratively) To extend to, include, apply</li><li>(figuratively) To reach, attain</li><li>(auxillary) To be able to, to do</li><li>To go, travel</li></ol>
streight	<i>adj</i><br><ol><li>straight (not curved)</li><li>direct</li></ol><br><i>adv</i><br><ol><li>straight (directly)</li></ol>
strem|stremes|streeme|streme|streem	<i>noun</i><br><ol><li>A stream or river (flowing path of water)</li><li>The movement of water; flowing or tides.</li><li>A sea; a large, continuous body of water.</li><li>(rare) The maritime possessions of a nation.</li><li>(rare) Water as opposed to dry ground.</li><li>A beam; a jet of light (usually from the sky)</li><li>A jet (emission or spurting of liquid)</li><li>A river's course; the path which a river takes.</li><li>(rare) An emission or issuing; something that comes out.</li><li>(rare) The overflowing of water.</li><li>(rare) A standard; a flag indicating nationality.</li></ol>
stremen|to stremen|stremest|stremedest|stremeden|stremeth|stremende|streme|stremede|ystremed|stremynge|stremed	<i>verb</i><br><ol><li>To bleed; to experience bleeding or blood loss.</li><li>To shine; to stream out (of a light or glow)</li><li>(rare) To stream or gush; to flow profusely.</li><li>(rare) To appear or come in abundance.</li></ol>
stremere|stremeres|stremour|stremer|stremare|stremers	<i>noun</i><br><ol><li>A flag used to identify one's loyalty (especially at sea).</li><li>(rare) A train (trailing part of clothing)</li><li>(rare, heraldry) A symbol resembling a star.</li></ol>
strencþen	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of strengthen</li></ol>
strengthe|strenthe|strengthes	<i>noun</i><br><ol><li>strength</li></ol>
strengthen|strengthedest|ystrengthed|strengtheden|strenkþen|strengþi|streyngthe|to strengthen|strengthed|strengthende|streynthyn|strenthe|strengthe|strenght|strengthede|streynght|strengþe|strengthest|strengtheth|strengthynge|strengþen	<i>verb</i><br><ol><li>to strengthen, fortify (increase the strength of)</li><li>to empower, to augment (increase the potency or severity of)</li><li>to enhearten, to encourage (increase the morale of)</li><li>to assist, to support (someone or something)</li><li>to substantiate; to corroborate (a belief, argument, etc.)</li><li>to approve or validate (a document).</li><li>to endeavour; to rouse oneself.</li></ol>
strengðden	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of strengthen</li></ol>
strengþin	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of strengthen</li></ol>
strenkthe	<i>noun</i><br><ol><li>strength</li></ol>
strete|streten|street|streete|stretes|stret|strate	<i>noun</i><br><ol><li>A road or path connecting two settlements or other destinations.</li><li>A street; a road or pathway within or as part of a settlement.</li><li>A settlement; a conglomeration of habitations and shops.</li><li>(figuratively) A choice or way of living; a doctrine.</li><li>(rare) A hallway or passage within a structure or building.</li><li>(rare) A porch or veranda; a covered deck.</li></ol>
streyt	<i>adj</i><br><ol><li>tight</li></ol>
strif|strifs	<i>noun</i><br><ol><li>conflict; dispute</li></ol>
striven|strived|strivynge|strove|strivede|strivedest|strivest|striveth|ystrived|stroven|ystriven|striveden|ystrive|strive|strivende|1 or weak in -ed|strof|to striven	<i>verb</i><br><ol><li>to strive</li></ol>
stroke|strak|strookes|strooke|strok|strake|strook|strokes	<i>noun</i><br><ol><li>A strike or hit from a weapon or instrument of torture</li><li>A strike or hit from one's hands or other limbs</li><li>A strike or hit from a tool against an object.</li><li>The force of death; the origin or effect of one's demise.</li><li>(Late Middle English) The feeling of an intense emotion or mood.</li><li>(Late Middle English) The process of making a striking or hitting motion.</li><li>A loud sound caused by weather (e.g. heavy rain)</li><li>The result of a striking or hitting motion; a wound.</li><li>(rare) A jerking or pulsing motion (e.g. a heartbeat)</li></ol>
stroken|strokeden|strokedest|strokynge|stroketh|to stroken|stroke|strok|stroked|strokende|ystroked|strake|strokest|straca|strokede|stracien	<i>verb</i><br><ol><li>To stroke a human; to grasp lovingly or affectionately.</li><li>To stroke a pet or other animal.</li><li>To feel an object; to move a hand over something.</li></ol>
strong|strenger|strongeste|stronge|strongest|strengest|stronger	<i>adj</i><br><ol><li>strong</li></ol>
strout|strot|strutt|strote|strut	<i>noun</i><br><ol><li>A conflict or dispute.</li><li>(rare) The flaunting of fine clothes.</li></ol>
strouten|strouteth|stroutende|strouted|stroutest|strutt|stroutynge|strote|stroutede|stroute|strut|to strouten|strowte|stroutedest|strouteden|strutten|strowtyn	<i>verb</i><br><ol><li>To protrude or bulge; to poke out.</li><li>To dispute or strive; to be in conflict with.</li><li>(rare) To flaunt fine clothes.</li><li>(rare) To rebuke or reprove.</li></ol>
stroutere|strotier|strouter|strowter	<i>noun</i><br><ol><li>An instigator of conflict.</li><li>That which protrudes.</li><li>A vain person.</li></ol>
stryken|stroken|strokende|ystroked|strokedest|to stryken|stryketh|strykynge|strykest|stroked|strake|stroke|ystryken|strokede|stryke|stracien|strykende|strokeden|strokynge|stroketh|to stroken|ystryke|strok|strokest|straca	<i>verb</i><br><ol><li>to strike</li></ol>
stræm	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of strem</li></ol>
stræt	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of strete</li></ol>
stucche|stucchen|stuchen|stitche|stech|stuche|steche|sticche|stucchenes|stucches|stecche	<i>noun</i><br><ol><li>piece, fragment, bit, a section of text</li></ol>
stucchen|stucchenes|stuchen	<i>noun</i><br><ol><li>(Early Middle English, rare) A piece or portion.</li></ol>
studefest	<i>adj</i><br><ol><li>(Early Middle English) Alternative form of stedefast</li></ol>
studevastliche	<i>adv</i><br><ol><li>(Southern, Early Middle English) Alternative form of stedefastly</li></ol>
studevest	<i>adj</i><br><ol><li>(Early Middle English) Alternative form of stedefast</li></ol>
studevestliche	<i>adv</i><br><ol><li>(Southern, Early Middle English) Alternative form of stedefastly</li></ol>
studie|studies	<i>noun</i><br><ol><li>study (act of studying)</li></ol>
studien|studieden|studiynge|studiest|studiende|studie|ystudied|to studien|studiedest|studieth|studiede|studied	<i>verb</i><br><ol><li>to study</li></ol>
sturdy	<i>adj</i><br><ol><li>bold, valiant; strong in fight, mighty; bellicose</li></ol>
sturgiun|sturgiunes	<i>noun</i><br><ol><li>Sturgeon or its meat.</li><li>A dish made of veal made to resemble sturgeon.</li><li>A brown cloth.</li></ol>
sty|styes|stiȝe|stiyhe|styȝe|stiȝen|stiȝhe|stie|sti|stye	<i>noun</i><br><ol><li>A pigsty (pen or set of pens for pigs)</li><li>(rare) Any other crude dwelling or abode.</li><li>A path, track or street.</li><li>(figuratively) One's chosen pathway or choices in life.</li><li>(figuratively, rare) A short narrative.</li></ol>
stynge|stenge|sting|styngges|steng	<i>noun</i><br><ol><li>A sting; the pain caused by a stinger or any analogous pain.</li><li>(rare) A stinger; the sharp point of an insect used to sting.</li></ol>
styngyng|styngyn|stynginges|styngynge|stinginge|stingyng	<i>noun</i><br><ol><li>A stinging; the process where an insect uses its stinger.</li><li>A sting; the pain caused by a stinging or similar pain.</li><li>(rare) Incitement; encouragement.</li></ol>
stynk|stync|stinc|styngke|stinke|stynkis|stynke|stinck|stink	<i>noun</i><br><ol><li>A stench; a displeasing or repulsive smell.</li><li>Something which causes or has such a repulsive smell.</li><li>The fires of hell (thought to smell of sulphur)</li><li>Sin; that which is considered to be wrong by religious authorities.</li></ol>
stynken|stynkynge|to stynken|stunken|stenke|stynkende|styngke|stynkest|stynkkyn|ystunken|stynketh|stinken|ystunke|stunke|stynke|stank	<i>verb</i><br><ol><li>To emit a smell or stench; to stink (almost always an unpleasant smell)</li><li>To be morally indefensible or wrong; to be totally detestable or loathable.</li><li>(rare) To (be able to) detect or discern a displeasing scent or smell.</li><li>(rare) To produce or create a displeasing scent, stench or smell.</li></ol>
stynkynge|stinking|stinkyng|stinkinge|stynkyng|stynking	<i>noun</i><br><ol><li>The emission of a foul odour</li><li>A bad smell; stench</li></ol>
styward	<i>noun</i><br><ol><li>steward</li></ol>
stæf	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of staf</li></ol>
stænc	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of stench</li></ol>
sub pena|suppena|subpena	<i>noun</i><br><ol><li>A subpoena or summons, especially for the Court of Chancery.</li></ol>
sublimatory	<i>noun</i><br><ol><li>a vessel used for sublimation</li></ol>
submissioun|submyssioune|submission|submissione|submycion|submyssions|submyssioun|summissioun|submyssion	<i>noun</i><br><ol><li>(law) Legal submission to the decisions of someone else.</li><li>(rare) Humbleness, loyalty, submission, or an act demonstrating such behaviour.</li></ol>
submitten	<i>verb</i><br><ol><li>submit</li></ol>
substance	<i>noun</i><br><ol><li>essence</li></ol>
suche	<i>adj</i><br><ol><li>such</li></ol>
sude	<i>noun</i><br><ol><li>(Northern) Alternative form of soot</li></ol>
suefen	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of sweven</li></ol>
suelt	<i>verb</i><br><ol><li>(Northern) Alternative form of swelten</li></ol>
suen|sueth|sue|suest|suedest|sued|to suen|ysued|suynge|suende|sueden|suede	<i>verb</i><br><ol><li>to follow</li><li>to sue</li></ol>
suenge	<i>verb</i><br><ol><li>(Northern) Alternative form of swengen</li></ol>
suet|sueth|sewet|sywete|swet|swete|suette|suett|suwet	<i>noun</i><br><ol><li>suet</li></ol>
suffisaunce	<i>noun</i><br><ol><li>enough</li></ol>
suffren|ysuffred|to suffren|suffre|suffrynge|suffrende|suffrest|suffrede|suffred|suffredest|suffreth|suffreden	<i>verb</i><br><ol><li>suffer</li></ol>
suger candy|sugre candy|sugre candi|sewgyr candey|souger candy|suger candie|scugir-candy|sukyr candy	<i>noun</i><br><ol><li>sugar crystals</li></ol>
suger lof|sugur loof|sugyrlaffe|suger looffe|sugowr loff|suger lofis|sugerlafe	<i>noun</i><br><ol><li>A lump of sugar; a sugarloaf.</li></ol>
sugre|sugur|suger|sucre|sugure|sugyr|succer|zuker|zukur|succere|sewgyr|zugere|sugyre|sucere|sugowr|sukyr|sugr	<i>noun</i><br><ol><li>sugar (crystallised sucrose used as a sweetener)</li><li>(figuratively, rare) Nutrition, nourishment, delight, sweetness.</li></ol>
sugren|sugredest|to sugren|sugrende|suguren|sugre|sugrest|ysugred|sugred|socoure|sugrede|sugrynge|sugreth|sugreden	<i>verb</i><br><ol><li>To reduce one's pains or problems; to lessen pain.</li><li>To make something seem attractive or enticing, often dishonestly.</li><li>To endear; to make one liked or received well.</li><li>(rare) To make something strong and pleasant to the senses.</li><li>(rare) To sweeten; to add sugar to something.</li></ol>
suhie	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of sowen (“to torment”)</li></ol>
suing	<i>verb</i><br><ol><li>(Northern) Alternative form of swyngen</li></ol>
suld	<i>verb</i><br><ol><li>should</li></ol>
sumdel	<i>adv</i><br><ol><li>somewhat, to an extent, in some measure</li><li>part, portion, a bit, small amount</li><li>in ~: in this instance, in this case (transl. of Latin in hac parte)</li></ol>
sunna	<i>noun</i><br><ol><li>(chiefly Early Middle English) Alternative form of sonne (“sun”)</li></ol>
sunnebæm	<i>noun</i><br><ol><li>(Ormulum) Alternative form of sonnebeem</li></ol>
sunni|suni	<i>adj</i><br><ol><li>Full of or illuminated by sunlight; sunny.</li></ol>
sunnæ	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of sonne (“sun”)</li></ol>
supen	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of soupen (“to swallow”)</li></ol>
supercede	<i>verb</i><br><ol><li>supersede</li></ol>
supernatural|supernaturel	<i>adj</i><br><ol><li>(Late Middle English, religion) Deity-related; from God.</li></ol>
supplien|supplieden|suppliest|supplieth|suppliede|suppliedest|supplied|supplie|ysupplied|suppliende|suppliynge|to supplien	<i>verb</i><br><ol><li>supply</li></ol>
supposicioun|supposicion|supposicyon|supposiciouns	<i>noun</i><br><ol><li>(rare) A proposition or assertion; a statement left to be proven.</li><li>(rare) A theory; an explanation for a phenomenon left to be proven.</li><li>(rare) A subsuming; incorporation into a larger item.</li><li>(rare) Putting in a particular place; placing.</li></ol>
supprise	<i>verb</i><br><ol><li>surprise</li></ol>
surcote|surkot|sorcot|sercote|surket|surkotte|surcotte|sur-cote|syrket|syrcote|syrkote|surkote|sorkett|surcotes|surcott	<i>noun</i><br><ol><li>An overcoat or overdress; an overgarment.</li><li>(specifically) A surcoat (garment worn with armour)</li></ol>
sure|suer|sowre|sores|sære|sær|sor|suir|sorer|seure|soor|sar|sarre|sewre|sur|suere|sowres|soure|sere|sewere|sowyr|sorrer|seurer|seur|sorest|soore|sore|sawre|sewr	<i>adj</i><br><ol><li>safe, protected (not dangerous or harmful)</li><li>fortified, well-defended, protected; especially religiously</li><li>sure, certain, confirmed</li><li>sure-minded (certain of one's intent)</li><li>reliable, of good quality</li><li>sound, sturdy, hardy</li></ol><br><i>adv</i><br><ol><li>sure, surely, with no doubt or uncertainty</li><li>entirely, wholly, fully</li><li>While protecting something, with protection</li><li>With a tight grasp or grip</li></ol>
surely|sewrlye|seuirly|surelier|seurerly|swerly|surliche|surly|sewerly|surelich|suerly|swrly|suyrly|sewrly|surelye|sourely|seurly|sureli	<i>adv</i><br><ol><li>safely (with safety and security)</li><li>totally, bindingly, without doubt</li><li>For sure, with certainty.</li><li>truly, actually, really</li><li>totally, entirely, wholly</li><li>With conviction and belief; assuredly</li></ol>
surement|surment|surementz	<i>noun</i><br><ol><li>A promise or oath.</li></ol>
suren|sureden|sure|to suren|surynge|sureth|seuere|swer|surest|suredest|surede|sured|surende|ysured|sewer	<i>verb</i><br><ol><li>To plead, swear (an oath) or assure (that something is to be done).</li><li>To store or keep securely; to hold for safekeeping.</li><li>To protect or ensure security.</li><li>To have certainty or assuredness.</li></ol>
surenes|surenysse|suernesse|suyrnesse|surenesse|surnesse	<i>noun</i><br><ol><li>certainty, assuredness</li><li>protection, safety, security</li><li>strongness</li></ol>
surete|sewertee|seuretee|sewyrte|suretee|sourtee|suerte|seurete|sewirte|suyrte|surtey|seurtee|suertie|seurtees|swerte|surtee|seurte|surte	<i>noun</i><br><ol><li>Certainty; a feeling of confidence.</li><li>A specific certainty; a truth.</li><li>Protection; secureness; security.</li><li>A written instrument certifying such a pledge.</li><li>Surety money; a bond or deposit certifying such a pledge.</li><li>An individual holding themselves as surety for the purpose of certifying such a pledge.</li></ol>
surgerie|surgye|sorgerye|surgerye|siurgie|ciurgie|surgery	<i>noun</i><br><ol><li>surgery (the part of medicine related to performing surgical operations)</li></ol>
surgien|surgyn|surgyen|sorjoun|surgean|surgiens|surgiene|surgian|sergien	<i>noun</i><br><ol><li>A surgeon; one who practices the art of surgery.</li><li>(rare) One who restores one's health.</li></ol>
surmounten|to surmounten|surmounted|surmountest|surmonte|sourmounten|sourmonte|surmounte|surmounteth|surmountende|surmount|surmounteden|surmountynge|surmountede|surmountedest	<i>verb</i><br><ol><li>To surpass; to be superior (than something).</li><li>To go beyond; to transcend.</li><li>To vanquish; to be victorious against.</li><li>(rare) To achieve might or achievement.</li><li>(rare) To exceed; to be more numerous than.</li></ol>
surname|surename|syrname|sorname|sourname|sire name|surnames	<i>noun</i><br><ol><li>epithet, nickname</li><li>surname, family name</li><li>alias, appellation</li></ol>
surnape|surnap|surnapes	<i>noun</i><br><ol><li>(chiefly Late Middle English) An overcloth laid for handwashing.</li></ol>
surnoun|surnon|sournoun|surnome|surenome|sirnome|sewrnown|sornoun|surnonn	<i>noun</i><br><ol><li>epithet, nickname</li><li>surname, family name</li><li>alias, appellation</li></ol>
surplys|surplesse|surpliz|syrpulys|surplus|surples|surplous|surplyce|surplis|surplyse|surplice|surplyses|surplees|syrples|surpleys	<i>noun</i><br><ol><li>A surplice (clerical vestment, also referring to an ephod)</li><li>A tunic similar to a surplice.</li></ol>
surquedous	<i>adj</i><br><ol><li>surquedous</li></ol>
sursanure|sursanures	<i>noun</i><br><ol><li>A scab, or wound which has superficially healed over.</li></ol>
survewe|surveieu|surviewe|survieu|sourvowe|surveu	<i>noun</i><br><ol><li>(Late Middle English) instruction, supervising.</li><li>(rare, Late Middle English) A survey, checkup, or examination.</li></ol>
surveyen|surveyynge|surveyedest|servay|survey|surveyende|surveyeth|surveyed|surveyeden|surveyest|surveyede|surveye|ysurveyed|to surveyen	<i>verb</i><br><ol><li>(rare, Late Middle English) To examine carefully; to oversee.</li></ol>
surveyour|surveour|surveiour|surveyor|survyour|survyowre|surveȝour|surviour|surveyer|surveier|surveior|surveyours|surveyur	<i>noun</i><br><ol><li>A household official who manages and organises meals.</li><li>(law) One who oversees the executors of a will.</li><li>One who manages and enforces the regulations of a guild or university.</li><li>A government officer or supervisor, especially of customs.</li></ol>
sussterr	<i>noun</i><br><ol><li>(Ormulum) Alternative form of suster</li></ol>
suster|sister|systyr|souster|sustres|sustren|sistir|scyster|cystyr|sustern|systir|sustir|cyster|sisterne|systerne|soster|sistren|syster	<i>noun</i><br><ol><li>A sister or step-sister; a female sibling.</li><li>A (Christian) woman (i.e. as a "sister in life/Christ")</li><li>A nun, anchoress; a woman living a religious lifestyle.</li><li>(nautical) A catch to secure cords at sea.</li></ol>
suster-in-lawe|sistir elawe|syster yn lawe	<i>noun</i><br><ol><li>sister-in-law (sister of a spouse; wife of a sibling)</li></ol>
susterhede|sosterhode|sosterhiede|sosterhed|systerhede	<i>noun</i><br><ol><li>The concept of sisterhood (the state of being a sister)</li><li>The state where one possesses a female sibling; having a sister.</li><li>A monastic community composed of women.</li></ol>
sute|sywete|suite|sewht|sutes|soyte|suyt|sywyte|sut|seute|swte|sewt|suet|sewte|sywte	<i>noun</i><br><ol><li>A group of clothes for wearing as a set; a suit.</li><li>A uniform; a set of similar clothes worn by multiple people.</li><li>A mass of allied people; a team or troop.</li><li>An array or line of things; multiple things lined up.</li><li>A group of multiple similar items that form a natural group.</li><li>(rare) A group of animals or creatures.</li><li>A request, especially a formal one directed at government.</li><li>A pursuing or chasing; the action of following with haste.</li><li>Legal activity, especially a case or suit.</li><li>An offensive or charge; an action of combat.</li><li>(rare) Romancing, courting; entering into love.</li><li>The requirement for a dweller or occupant to attend court.</li><li>The requirement for a dweller to provide corn for a mill.</li><li>A variety or type; something defined by its differences.</li><li>(rare) A circumstance that is causing an issue.</li><li>(rare) An immediate descendant; a child.</li><li>(rare) One's bodily existence.</li><li>(Northern) Alternative form of soot</li></ol>
